,utt,intent,index
10425,"names of airports , what are the rental car rates in dallas and what are all the available meals",atis_airport#atis_ground_fare#atis_meal,"6,14,13"
10426,what s the lowest round trip fare from denver to atlanta and i would like the time of all flights from san francisco to pittsburgh on sunday,atis_airfare#atis_flight_time,"4,17"
10427,i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm and also what is the cost of limousine service at logan airport,atis_flight_no#atis_ground_fare,"1,14"
10428,what are the seating capacities of planes between pittsburgh and baltimore and also what are the cities that american airlines serves,atis_capacity#atis_city,"10,11"
10429,i want a round trip fare from new york to san jose and also and how can i get to the boston airport from downtown boston,atis_airfare#atis_ground_service,"4,8"
10430,"cheapest fare from indianapolis to seattle , show me the cheapest fare in the database and then what is the schedule of ground transportation from the airport in philadelphia into downtown",atis_airfare#atis_cheapest#atis_ground_service,"4,15,8"
10431,what is the total seating capacity of all aircraft of american airlines and then flight numbers from columbus to minneapolis tomorrow,atis_capacity#atis_flight_no,"10,1"
10432,i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,atis_flight,2
10433,what price is a limousine service to new york s la guardia and what are the restrictions on the cheapest one way fare between boston and oakland,atis_ground_fare#atis_restriction,"14,7"
10434,what is the cost of a first class ticket from dallas fort worth to san francisco and give me the latest flight tomorrow on american airlines from milwaukee to tacoma,atis_airfare#atis_flight,"4,2"
10435,houston airports and how long does it take to get from kansas city to st paul,atis_airport#atis_distance,"6,9"
10436,what is fare code qo mean and then what is the seating capacity of the various airplanes that united airlines uses,atis_abbreviation#atis_capacity,"5,10"
10437,what is the number of first class flights on american airlines and then what ground transportation is available in san francisco,atis_flight_no#atis_ground_service,"1,8"
10438,please list available ground transportation in pittsburgh and then what is restriction ap80,atis_ground_service#atis_restriction,"8,7"
10439,what is the least expensive one way fare from boston to pittsburgh and then how many airlines fly from new york to los angeles by way of milwaukee,atis_airfare#atis_quantity,"4,0"
10440,"what type of aircraft is used on the flight from atlanta to philadelphia before 12 o clock noon , which airlines fly between boston and baltimore and show me a list of ground transportation at boston airport",atis_aircraft#atis_airline#atis_ground_service,"16,3,8"
10441,"what is restriction ap 57 , what type of aircraft is used on the flight from atlanta to philadelphia before 12 o clock noon and also show me all meals on flights from atlanta to washington",atis_abbreviation#atis_aircraft#atis_meal,"5,16,13"
10442,show me the cheapest fare in the database and what time are the flights leaving from denver to pittsburgh on july seventh,atis_cheapest#atis_flight_time,"15,17"
10443,"what is the price of a one way fare from atlanta to boston , show me city served both by nationair and canadian airlines international and then please list available ground transportation in pittsburgh",atis_airfare#atis_city#atis_ground_service,"4,11,8"
10444,list types of planes that fly between pittsburgh and baltimore and then what airline is ac,atis_aircraft#atis_airline,"16,3"
10445,what is the code for business class and then what time zone is denver in,atis_abbreviation#atis_city,"5,11"
10446,"what does code y mean , is there a plane from boston to washington and also all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco",atis_abbreviation#atis_aircraft#atis_flight_time,"5,16,17"
10447,"please list all airline flights between denver and boston , show me the cheapest fare in the database and then what is restriction ap57",atis_airline#atis_cheapest#atis_restriction,"3,15,7"
10448,list the flights from st paul to san jose and from st paul to houston and also what are all the available meals,atis_flight#atis_meal,"2,13"
10449,please give me the prices for all flights from philadelphia to denver airport next sunday and also what are my meal options from boston to denver,atis_airfare#atis_meal,"4,13"
10450,could you please give me the round trip fare from denver to atlanta and also what are the restrictions on the cheapest one way fare between boston and oakland,atis_airfare#atis_restriction,"4,7"
10451,show me the cheapest fare in the database and then what is the flight number of the earliest flight between boston and washington dc,atis_cheapest#atis_flight_no,"15,1"
10452,what is the number of first class flights on american airlines and how many cities are served by twa with first class flights,atis_flight_no#atis_quantity,"1,0"
10453,what is the first class fare from baltimore to dallas and show me the cheapest fare in the database,atis_airfare#atis_cheapest,"4,15"
10454,what is the distance from la guardia to new york s downtown and then what kind of ground transportation is available in las vegas,atis_distance#atis_ground_service,"9,8"
10455,how long does it take to get from denver to oakland and then is there a meal on delta flight 852 from san francisco to dallas fort worth,atis_distance#atis_meal,"9,13"
10456,i d like to find the least expensive one way fare from boston to philadelphia and how far is downtown from the airport in dallas,atis_airfare#atis_distance,"4,9"
10457,"what kind of airplane is flight ua 281 from boston to denver , what airlines have business class service between boston and san francisco and also what is the minimum connection time for houston intercontinental",atis_aircraft#atis_airline#atis_flight_time,"16,3,17"
10458,what airlines go to pittsburgh and show me the cheapest fare in the database,atis_airline#atis_cheapest,"3,15"
10459,what is the name of the airport at denver and then how many first class flights does united have leaving from all cities today,atis_airport#atis_quantity,"6,0"
10460,what is the name of the airport at denver and how many flights does each airline have with business class service,atis_airport#atis_quantity,"6,0"
10461,"where is mco , do i get a meal on the atlanta to bwi flight eastern 210 and also what is restriction ap57",atis_city#atis_meal#atis_restriction,"11,13,7"
10462,what airlines fly between boston and san francisco and stop in denver and then what are all the available meals,atis_airline#atis_meal,"3,13"
10463,"what is fare code h , show me the cheapest fare in the database and also what is the total schedule for delta s flights to all airports",atis_abbreviation#atis_cheapest#atis_flight_time,"5,15,17"
10464,does delta aircraft fly dc10 and show me all meals on flights from atlanta to washington,atis_aircraft#atis_meal,"16,13"
10465,where is general mitchell international located and what ground transportation is available at the atlanta airport,atis_city#atis_ground_service,"11,8"
10466,can i get a taxi from long beach airport to downtown long beach,atis_ground_service,8
10467,what is the cost of flights from denver to san francisco and also what are my meal options from boston to denver,atis_airfare#atis_meal,"4,13"
10468,what airlines have flights from baltimore to seattle and then i need information on ground transportation between airport and downtown in the city of boston,atis_airline#atis_ground_service,"3,8"
10469,"what airlines have flights from baltimore to seattle , i need a flight from philadelphia to dallas that stops in atlanta and then how many cities are served by continental with first class flights",atis_airline#atis_flight#atis_quantity,"3,2,0"
10470,which airlines fly from bwi to dallas fort worth and also what ground transportation is available in dallas tomorrow,atis_airline#atis_ground_service,"3,8"
10471,what is the meaning of meal code s and do i get a meal on the atlanta to bwi flight eastern 210,atis_abbreviation#atis_meal,"5,13"
10472,what kind of aircraft will i be flying on if i take a first class american airlines flight from philadelphia to dallas and also okay i ve got somebody else who wants to take a round trip ticket from charlotte to montreal,atis_aircraft#atis_airfare,"16,4"
10473,please explain fare code f and show me the flights from love field,atis_abbreviation#atis_flight,"5,2"
10474,"what airlines from washington dc to columbus , please list the prices for a rental car in pittsburgh and what is restriction ap80",atis_airline#atis_ground_fare#atis_restriction,"3,14,7"
10475,please show me airlines with flights from boston to denver and then please list the flight times from boston to pittsburgh,atis_airline#atis_flight_time,"3,17"
10476,what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday and also first class round trip airfare from indianapolis to memphis,atis_aircraft#atis_airfare,"16,4"
10477,"give me a list of airports in baltimore , what is the distance from los angeles international airport to los angeles and show me all meals on flights from atlanta to washington",atis_airport#atis_distance#atis_meal,"6,9,13"
10478,what airline is the flight originating in atlanta on november seventh at noon and arriving in san francisco at 210 pm and also please list the flight times from pittsburgh to newark,atis_airline#atis_flight_time,"3,17"
10479,show morning flights from philadelphia to dallas and then what is the flight schedule of the f28 from pittsburgh to baltimore,atis_flight#atis_flight_time,"2,17"
10480,"airports , show me city served both by nationair and canadian airlines international and what is the cost of the air taxi operation at philadelphia international airport",atis_airport#atis_city#atis_ground_fare,"6,11,14"
10481,"explain fare code qx , what is the seating capacity of the various airplanes that united airlines uses and how long is the flight from atlanta to san francisco at noon on november seventh",atis_abbreviation#atis_capacity#atis_distance,"5,10,9"
10482,"what is the seating capacity of the various airplanes that united airlines uses , what city is the airport mco in and is there ground transportation in st louis",atis_capacity#atis_city#atis_ground_service,"10,11,8"
10483,what kind of airplane goes from boston to san francisco before noon and then what are the cities that american airlines serves,atis_aircraft#atis_city,"16,11"
10484,what airport is at tampa and i would like to travel from boston to denver,atis_airport#atis_flight,"6,2"
10485,what cities are served by canadian airlines international and tell me about ground transportation between orlando international and orlando,atis_city#atis_ground_service,"11,8"
10486,of all airlines which airline has the most arrivals in atlanta and then show me the cheapest fare in the database,atis_airline#atis_cheapest,"3,15"
10487,what time does the tuesday morning 755 flight leaving washington arrive in san francisco and then what are the restrictions on the cheapest one way fare between boston and oakland,atis_flight_time#atis_restriction,"17,7"
10488,what is the total seating capacity of all aircraft of american airlines and also what time does the tuesday morning 755 flight leaving washington arrive in san francisco,atis_capacity#atis_flight_time,"10,17"
10489,how much is the ground transportation between atlanta and downtown and also tell me about ground transportation at salt lake city,atis_ground_fare#atis_ground_service,"14,8"
10490,show me the cheapest fare in the database and also what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,atis_cheapest#atis_flight_no,"15,1"
10491,what is fare code h and then show me the aircraft that canadian airlines uses,atis_abbreviation#atis_aircraft,"5,16"
10492,"what are the first class fares from dallas to baltimore , show me the cheapest fare in the database and ground transportation philadelphia",atis_airfare#atis_cheapest#atis_ground_service,"4,15,8"
10493,does any airline have an afternoon flight from atlanta to boston and what is restriction ap57,atis_airline#atis_restriction,"3,7"
10494,i m interested in flying from boston to atlanta and then i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,atis_flight#atis_flight_no,"2,1"
10495,where is mco and also how many booking classes are there,atis_city#atis_quantity,"11,0"
10496,what does the fare code f mean and also show me the cheapest fare in the database,atis_abbreviation#atis_cheapest,"5,15"
10497,what is bur and also what is the airfare for flights from denver to pittsburgh on delta airline,atis_abbreviation#atis_airfare,"5,4"
10498,what is the cost of limousine service in philadelphia and also how many daily us air flights are there between philadelphia and pittsburgh,atis_ground_fare#atis_quantity,"14,0"
10499,"what s the name of the denver airport , do i get a meal on the atlanta to bwi flight eastern 210 and list the total number of flights between all airports by delta",atis_airport#atis_meal#atis_quantity,"6,13,0"
10500,i want to go and take a plane in atlanta and fly to boston and also do you have ground transportation between airport and downtown in boston,atis_aircraft#atis_ground_service,"16,8"
10501,what kind of airplane goes from philadelphia to san francisco monday stopping in dallas in the afternoon first class flight and then may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday,atis_aircraft#atis_flight_no,"16,1"
10502,"what is as , show me the cheapest fare in the database and how many united flights are there to san francisco",atis_abbreviation#atis_cheapest#atis_quantity,"5,15,0"
10503,how far is downtown from the airport in dallas and also what types of meals are available,atis_distance#atis_meal,"9,13"
10504,show me the cheapest fare in the database and then what is the distance from la guardia to new york s downtown,atis_cheapest#atis_distance,"15,9"
10505,list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore and then what are the restrictions on the cheapest one way fare between boston and oakland,atis_capacity#atis_restriction,"10,7"
10506,"what does fare code m mean , is there an airline that services boston dc and dallas and also what is the cost of the air taxi operation at philadelphia international airport",atis_abbreviation#atis_airline#atis_ground_fare,"5,3,14"
10507,what is the distance from san francisco international airport to san francisco and also i would like a schedule of flights from denver to san francisco on tuesday,atis_distance#atis_flight_time,"9,17"
10508,what s the smallest plane that flies from pittsburgh to baltimore on eight sixteen and then how much would car rental cost in atlanta,atis_aircraft#atis_ground_fare,"16,14"
10509,what airlines fly from new york to milwaukee to los angeles and also how many people fit on a 73s,atis_airline#atis_capacity,"3,10"
10510,what airline is ea the abbreviation for and i would like to find a flight that goes from boston to orlando i would like it to have a stop in new york and i would like a flight that serves breakfast,atis_airline#atis_flight,"3,2"
10511,define airline hp and i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,atis_airline#atis_flight_no,"3,1"
10512,"what airport in new york is closest to downtown , show me all meals on flights from atlanta to washington and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars",atis_airport#atis_meal#atis_restriction,"6,13,7"
10513,give me a list of all the flights from baltimore to philadelphia or denver to philadelphia or pittsburgh to philadelphia and also what is restriction ap80,atis_flight#atis_restriction,"2,7"
10514,please list all airline flights between denver and boston and how many cities are served by continental with first class flights,atis_airline#atis_quantity,"3,0"
10515,show me the cities served by canadian airlines international and also is there ground transportation from san diego airport to the downtown area,atis_city#atis_ground_service,"11,8"
10516,"what flights from st paul to kansas city on friday with a meal , what time does the tuesday morning 755 flight leaving washington arrive in san francisco and describe ground transportation in dallas",atis_flight#atis_flight_time#atis_ground_service,"2,17,8"
10517,what airport is at tampa and how many passengers fit on a d9s,atis_airport#atis_capacity,"6,10"
10518,is there an airline that has a flight from philadelphia to san francisco with a stop in dallas and also what price is a limousine service to new york s la guardia,atis_airline#atis_ground_fare,"3,14"
10519,show me the price of all flights from atlanta to washington dc and information on ground transportation in denver,atis_airfare#atis_ground_service,"4,8"
10520,all right what us air flights leave from indianapolis to san diego after 130 in the afternoon,atis_flight,2
10521,show me the most expensive one way first class fare from baltimore to dallas and also what is the cost of limousine service at logan airport,atis_airfare#atis_ground_fare,"4,14"
10522,"i would like to know what type of aircraft will be used on the morning of july seventh from atlanta to boston , show me the cheapest fare in the database and then how long does it take to get from denver to oakland",atis_aircraft#atis_cheapest#atis_distance,"16,15,9"
10523,what is the distance from la guardia to new york s downtown and then what are the times that you have planes leaving from san francisco going to pittsburgh on july seventh,atis_distance#atis_flight_time,"9,17"
10524,what are the flight numbers of the flights which go from san francisco to washington via indianapolis and then what ground transportation is available from the denver airport to downtown denver,atis_flight_no#atis_ground_service,"1,8"
10525,"what is ord , list types of aircraft that connect boston and san francisco and then what flights go from denver to atlanta",atis_abbreviation#atis_aircraft#atis_flight,"5,16,2"
10526,"list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore , when does continental fly from philadelphia to denver on sundays and also show me ground transportation information for pittsburgh",atis_capacity#atis_flight_time#atis_ground_service,"10,17,8"
10527,what is the arrival time in san francisco for the 755 am flight leaving washington and also how many first class flights does united have leaving from all airports today,atis_flight_time#atis_quantity,"17,0"
10528,airports in new york and what is the number of first class flights on american airlines,atis_airport#atis_flight_no,"6,1"
10529,show me the prices of first class tickets on us air round trip from cleveland to miami and also what time does the flight leave denver going to san francisco on continental airlines,atis_airfare#atis_flight_time,"4,17"
10530,show me all the cities that midwest express serves and also i would like the evening schedule of flights from san francisco to washington,atis_city#atis_flight_time,"11,17"
10531,"what kind of aircraft is used on the first class american airlines flight from philadelphia to san francisco with a dallas stopover , may i have a listing of flight numbers from columbus ohio to minneapolis minnesota on monday and then how many cities are served by twa with first class flights",atis_aircraft#atis_flight_no#atis_quantity,"16,1,0"
10532,what is the distance from san francisco international airport to san francisco and then how expensive is the san francisco limousine service,atis_distance#atis_ground_fare,"9,14"
10533,what airport in new york is closest to downtown and then i would like the time your earliest flight from washington to philadelphia,atis_airport#atis_flight_time,"6,17"
10534,which cities does united airlines service and also how long does it take to get from denver to oakland,atis_city#atis_distance,"11,9"
10535,what is ua and then what is restriction ap57,atis_abbreviation#atis_restriction,"5,7"
10536,show me the cheapest fare in the database and then my destination is san francisco i live in denver i would like a flight on august thirtieth in the morning on any airline that will get me there,atis_cheapest#atis_flight,"15,2"
10537,"could you please give me a one way fare from pittsburgh to atlanta , what airlines service pittsburgh airport and then houston airports",atis_airfare#atis_airline#atis_airport,"4,3,6"
10538,what kind of airplanes are used by delta airlines flying between washington and denver and then how much is the ground transportation between atlanta and downtown,atis_aircraft#atis_ground_fare,"16,14"
10539,what type of aircraft leaves from boston to washington dc at 9 am and houston airports,atis_aircraft#atis_airport,"16,6"
10540,what are the flights from montreal to chicago and then what are all the available meals,atis_flight#atis_meal,"2,13"
10541,"is bwi washington , show me all the flights from milwaukee to orlando that leave after noon on wednesday and before noon on thursday and then how many cities are served by twa with first class flights",atis_city#atis_flight#atis_quantity,"11,2,0"
10542,list all round trip fares from st petersburg to washington and also what sort of ground transportation is there in washington dc,atis_airfare#atis_ground_service,"4,8"
10543,"i need 2 first class tickets from dallas fort worth to san francisco , list number of people that can be carried on each type of plane that flies between pittsburgh and baltimore and show me the cheapest fare in the database",atis_airfare#atis_capacity#atis_cheapest,"4,10,15"
10544,"what s the capacity of an f28 , show me the cheapest fare in the database and also what is restriction ap57",atis_capacity#atis_cheapest#atis_restriction,"10,15,7"
10545,i would like information information on flights from san francisco to denver on thursday morning and then how many delta flights leave from washington,atis_flight#atis_quantity,"2,0"
10546,"i would like the least expensive airfare flight on sunday to pittsburgh from san francisco , how long does it take to get from denver to oakland and what are the rental car rates in dallas",atis_airfare#atis_distance#atis_ground_fare,"4,9,14"
10547,what kind of aircraft do you have flying from boston to san francisco on august twenty seventh and also please show me airlines with flights from boston to denver,atis_aircraft#atis_airline,"16,3"
10548,which airline has the most arrivals in atlanta and also looking for a flight from denver to salt lake city,atis_airline#atis_flight,"3,2"
10549,where is lester pearson airport and i need to take ten people from denver to phoenix please give me the flights during the week,atis_city#atis_flight,"11,2"
10550,"does any airline have an early afternoon flight from boston to denver , airports in new york and then what is restriction ap80",atis_airline#atis_airport#atis_restriction,"3,6,7"
10551,what is fare code h and then i would like information on ground transportation in atlanta from the airport to the city in the morning around 9 am,atis_abbreviation#atis_ground_service,"5,8"
10552,what does ap57 mean and i d like to go from detroit to san diego on wednesday evening june second,atis_abbreviation#atis_flight,"5,2"
10553,what s the next smallest plane after a turboprop and then i need a flight from pittsburgh to new york city,atis_aircraft#atis_flight,"16,2"
10554,what are the round trip fares for flights from denver to philadelphia arriving after 1700 on continental and also please tell me the times of the flights between boston and baltimore,atis_airfare#atis_flight_time,"4,17"
10555,what is the fare code y and what is the fare code h and then find the cheapest one way fare from boston to oakland,atis_abbreviation#atis_airfare,"5,4"
10556,what first class airplane goes from philadelphia to san francisco and stops in dallas in the afternoon on monday and also i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal,atis_aircraft#atis_flight_time,"16,17"
10557,i want to leave boston at 838 and arrive in denver at 1110 in the morning,atis_flight,2
10558,which airlines fly into and out of denver and also i need information on ground transportation from the airport in atlanta,atis_airline#atis_ground_service,"3,8"
10559,where is lester pearson airport and then how many flights has continental into and out of atlanta,atis_city#atis_quantity,"11,0"
10560,what is the earliest departure time from boston to denver and how many united flights are there to san francisco,atis_flight_time#atis_quantity,"17,0"
10561,are there any limousines or taxi services available at the boston airport and how many first class flights does united airlines have departing from boston today,atis_ground_service#atis_quantity,"8,0"
10562,what is restriction ap 57 and also i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,atis_abbreviation#atis_flight_no,"5,1"
10563,what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh,atis_aircraft,16
10564,"what aircraft is used on delta flight 1222 from kansas city to salt lake city , what airline is as and then show me the cheapest fare in the database",atis_aircraft#atis_airline#atis_cheapest,"16,3,15"
10565,please tell me the times of the flights between boston and baltimore and also what is restriction ap80,atis_flight_time#atis_restriction,"17,7"
10566,what is hp and i need a flight from los angeles to charlotte today,atis_abbreviation#atis_flight,"5,2"
10567,"how long does it take to get from denver to oakland , ground transportation atl to atlanta and also do i get a meal on the atlanta to bwi flight eastern 210",atis_distance#atis_ground_service#atis_meal,"9,8,13"
10568,"what flights are there from atlanta to baltimore , please list available ground transportation in pittsburgh and also what is restriction ap80",atis_flight#atis_ground_service#atis_restriction,"2,8,7"
10569,show me the cheapest fare in the database and then need an inexpensive flight from baltimore to san francisco,atis_cheapest#atis_flight,"15,2"
10570,what time zone is denver in and what are all the available meals,atis_city#atis_meal,"11,13"
10571,show me the coach fares from baltimore to dallas and show me the cheapest fare in the database,atis_airfare#atis_cheapest,"4,15"
10572,what is the distance from la guardia to new york s downtown and what is restriction ap57,atis_distance#atis_restriction,"9,7"
10573,what s the name of the denver airport and also what is the flight schedule of the f28 from pittsburgh to baltimore,atis_airport#atis_flight_time,"6,17"
10574,what kind of airplane is flight ua 281 from boston to denver and show me city served both by nationair and canadian airlines international,atis_aircraft#atis_city,"16,11"
10575,i would like the flight number and the time for the cheapest fare that is the least expensive first class fare from san francisco to pittsburgh leaving after 8 pm monday night and then what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,atis_flight_no#atis_restriction,"1,7"
10576,"what is fare code q , what flights go from newark to boston after 5 pm and then how many flights has continental into and out of atlanta",atis_abbreviation#atis_flight#atis_quantity,"5,2,0"
10577,is there limo service at pittsburgh airport,atis_ground_service,8
10578,how far is it from salt lake city airport to salt lake city and also how much is the ground transportation between atlanta and downtown,atis_distance#atis_ground_fare,"9,14"
10579,"what kind of airplane goes from boston to san francisco before noon , what is the cost of united airlines flight 415 from chicago to kansas city thursday night and also please list available ground transportation in pittsburgh",atis_aircraft#atis_airfare#atis_ground_service,"16,4,8"
10580,"give me a list of airports in baltimore , how many people fly on a turboprop and then what s the ground transportation like at pittsburgh",atis_airport#atis_capacity#atis_ground_service,"6,10,8"
10581,what does us stand for and what airline is ea,atis_abbreviation#atis_airline,"5,3"
10582,is there a plane from boston to washington and also what are all the available meals,atis_aircraft#atis_meal,"16,13"
10583,"what does us mean , flights from new york to miami and then what are the rental car rates in dallas",atis_abbreviation#atis_flight#atis_ground_fare,"5,2,14"
10584,list all round trip fares from phoenix to washington and also what price is a limousine service in boston,atis_airfare#atis_ground_fare,"4,14"
10585,"which airlines fly from boston to san francisco , how far is the airport from san francisco and do i get a meal on the atlanta to bwi flight eastern 210",atis_airline#atis_distance#atis_meal,"3,9,13"
10586,show me one way flights from milwaukee to orlando and then what price is a limousine service in boston,atis_flight#atis_ground_fare,"2,14"
10587,"round trip fares from baltimore to philadelphia less than 1000 dollars round trip fares from denver to philadelphia less than 1000 dollars round trip fares from pittsburgh to philadelphia less than 1000 dollars , what cities does continental service and what s the schedule of flights from atlanta to boston on august first",atis_airfare#atis_city#atis_flight_time,"4,11,17"
10588,"can you show me the economy fare flights from baltimore to dallas , how much is the ground transportation between atlanta and downtown and also what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars",atis_airfare#atis_ground_fare#atis_restriction,"4,14,7"
10589,what is the name of the airport at denver and then all right give me the flight times in the morning on september twentieth from pittsburgh to san francisco,atis_airport#atis_flight_time,"6,17"
10590,what are the seating capacities of planes between pittsburgh and baltimore and also what types of meals are available,atis_capacity#atis_meal,"10,13"
10591,"what is fare code fn , what is the fare for flights from denver to atlanta and then show me the cities served by canadian airlines international",atis_abbreviation#atis_airfare#atis_city,"5,4,11"
10592,give me flights that arrive in baltimore from denver and also i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,atis_flight#atis_flight_no,"2,1"
10593,what are the first class fares from boston to pittsburgh on thursday and then i m trying to find the flight number from a flight from orlando to cleveland on us air and it arrives around 10 pm,atis_airfare#atis_flight_no,"4,1"
10594,what is the cost of limousine service in philadelphia and also what is restriction ap57,atis_ground_fare#atis_restriction,"14,7"
10595,"list the number of flights arriving in dallas fort worth from boston before noon , show me a list of ground transportation at denver and is there a meal on delta flight 852 from san francisco to dallas fort worth",atis_flight_no#atis_ground_service#atis_meal,"1,8,13"
10596,what airplane types fly from pittsburgh to baltimore and how far is it from salt lake city airport to salt lake city,atis_aircraft#atis_distance,"16,9"
10597,what airport is at tampa and also what are the schedule of flights from boston to san francisco for august first,atis_airport#atis_flight_time,"6,17"
10598,"what does the fare code f mean , show me airports near washington dc and what is the number of first class flights on american airlines",atis_abbreviation#atis_airport#atis_flight_no,"5,6,1"
10599,houston airports and then what are the restrictions on the cheapest one way fare between boston and oakland,atis_airport#atis_restriction,"6,7"
10600,what is the name of the airport in philadelphia and also do i get a meal on the atlanta to bwi flight eastern 210,atis_airport#atis_meal,"6,13"
10601,list types of aircraft that connect boston and san francisco and what is the ground transportation from boston airport to boston downtown,atis_aircraft#atis_ground_service,"16,8"
10602,"what is the flight number of the earliest flight between boston and washington dc , what time are flights from denver to san francisco on continental airlines and how much is the ground transportation between atlanta and downtown",atis_flight_no#atis_flight_time#atis_ground_fare,"1,17,14"
10603,houston airports and also i would like a schedule of flights from san francisco to boston on wednesday,atis_airport#atis_flight_time,"6,17"
10604,"what is the cost of flight dl 106 from philadelphia to boston , how long is the flight from atlanta to san francisco at noon on november seventh and also what are the schedule of flights from boston to san francisco for august first",atis_airfare#atis_distance#atis_flight_time,"4,9,17"
10605,show me all the flights on northwest airlines from new york to milwaukee to los angeles and then show me times for coach flights between boston and baltimore on wednesday,atis_flight#atis_flight_time,"2,17"
10606,"show me the cheapest fare from baltimore to dallas , what airlines fly from toronto to san diego and then what is restriction ap57",atis_airfare#atis_airline#atis_restriction,"4,3,7"
10607,give me a list of airports in baltimore and then what are my meal options from boston to denver,atis_airport#atis_meal,"6,13"
10608,"what is the abbreviation for canadian airlines international , what kinds of planes are used by midway airlines and also show me the cheapest fare in the database",atis_abbreviation#atis_aircraft#atis_cheapest,"5,16,15"
10609,what is the fare going from baltimore to atlanta one way on november seventh and also what are the seating capacities of planes between pittsburgh and baltimore,atis_airfare#atis_capacity,"4,10"
10610,what is the seating capacity of a boeing 767 and also how many first class flights does united airlines have departing from boston today,atis_capacity#atis_quantity,"10,0"
10611,"what kind of airplane is flight ua 281 from boston to denver , what are the rental car rates in san francisco and then dallas ground transportation",atis_aircraft#atis_ground_fare#atis_ground_service,"16,14,8"
10612,what are the flight numbers of the flights which go from san francisco to washington via indianapolis and also what are the rental car rates in san francisco,atis_flight_no#atis_ground_fare,"1,14"
10613,what airlines fly from boston to san francisco and what is the distance from toronto international airport to toronto,atis_airline#atis_distance,"3,9"
10614,what kind of airplane is flight ua 281 from boston to denver and then what are my meal options from boston to denver,atis_aircraft#atis_meal,"16,13"
10615,show me all the night fares between philadelphia and san francisco and also list all the airlines flying between washington and denver,atis_airfare#atis_airline,"4,3"
10616,"what is the seating capacity of a boeing 767 , how far is the airport from san francisco and what are my meal options from boston to denver",atis_capacity#atis_distance#atis_meal,"10,9,13"
10617,"can i take a single airline from la to charlotte to newark back to la , what is the distance from toronto international airport to toronto and ground transportation oakland",atis_airline#atis_distance#atis_ground_service,"3,9,8"
10618,show me airports in washington dc and then what is restriction ap57,atis_airport#atis_restriction,"6,7"
10619,"give me a list of airports in baltimore , how many seats in a 100 and then show me the cheapest fare in the database",atis_airport#atis_capacity#atis_cheapest,"6,10,15"
10620,what ground transportation is available in boston and also what are my meal options from boston to denver,atis_ground_service#atis_meal,"8,13"
10621,"what is the number of first class flights on american airlines , show me the schedule for airlines leaving pittsburgh going to san francisco for next monday and also show me all meals on flights from atlanta to washington",atis_flight_no#atis_flight_time#atis_meal,"1,17,13"
10622,what are the schedule of flights from boston to san francisco for august first and also what are the air restrictions on flights from pittsburgh to atlanta for the airfare of 416 dollars,atis_flight_time#atis_restriction,"17,7"
10623,i would like a schedule of flights from san francisco to boston on wednesday and also show me all meals on flights from atlanta to washington,atis_flight_time#atis_meal,"17,13"
10624,show me airlines going from pittsburgh going to denver and then continuing to san francisco on monday and what are the rental car rates in dallas,atis_airline#atis_ground_fare,"3,14"
10625,i would like to fly united airlines from washington dc to denver colorado and then how much does it cost to get downtown from the atlanta airport by limousine,atis_flight#atis_ground_fare,"2,14"
10626,what airlines flies out of atlanta,atis_airline,3
10627,"what airport in new york is closest to downtown , what ground transportation is available at boston and how many first class flights does united airlines have departing from boston today",atis_airport#atis_ground_service#atis_quantity,"6,8,0"
10628,show me the cheapest fare from dallas to baltimore and then please show me all airports in denver,atis_airfare#atis_airport,"4,6"
10629,which cities are serviced by both american and delta airlines and what is the flight number for the continental flight which leaves denver at 1220 pm and goes to san francisco,atis_city#atis_flight_no,"11,1"
10630,how many seats in a 734 and what are the restrictions on the cheapest one way fare between boston and oakland,atis_capacity#atis_restriction,"10,7"
10631,what airlines go from atlanta to baltimore and then what is the seating capacity of a boeing 767,atis_airline#atis_capacity,"3,10"
10632,how many seats in a 72s and also how many united flights are there from san francisco please,atis_capacity#atis_quantity,"10,0"
10633,what are the seating capacities of planes between pittsburgh and baltimore and also what time are flights from denver to san francisco on continental airlines,atis_capacity#atis_flight_time,"10,17"
10634,how far is the airport from downtown pittsburgh and flight numbers from minneapolis to long beach on june twenty six,atis_distance#atis_flight_no,"9,1"
10635,what are the prices of these flights,atis_airfare,4
