,utt,intent,index
22145,"want is there to do in boston, ma tomorrow",get_event,7
22146,any traffic on 30 east towards weatherford,get_info_traffic,0
22147,traffic please how long is my drive home,get_info_traffic#get_location_home#combine#get_estimated_duration,"0,22,24,18"
22148,is there an e-sports lounge in my area,unsupported,10
22149,what s the traffic like on the turnpike,get_info_traffic#get_location,"0,9"
22150,how long will it take me to get to malibu,get_estimated_duration,18
22151,are there any treelighting events in  san jose>,get_event,7
22152,any events starting after 9 on friday,get_event,7
22153,concerts by sza this month,get_event,7
22154,list traffic jams,get_info_traffic,0
22155,what s the traffic looking like for greensboro right now,get_info_traffic,0
22156,fun parties happening downtown next weekend,get_event,7
22157,how long is my commute to work this morning that i have saved under work one,get_location_work#get_estimated_duration,"11,18"
22158,will my drive home be longer than normal,get_location_home#get_estimated_duration,"22,18"
22159,any traffic jams on my way home,get_info_traffic#get_location_home,"0,22"
22160,when will be the best time for me to drive home today,get_location_home#get_estimated_departure,"22,5"
22161,how is the traffic going home looking,get_info_traffic#get_location_home,"0,22"
22162,traffic from provo to salt lake city,get_info_traffic,0
22163,traffic going into santa fe,get_info_traffic,0
22164,can you tell me if the traffic is cleared up with the accident on main st,get_info_traffic,0
22165,what to do in cleveland this weekend,get_event,7
22166,how long with it take me to get to new york today,get_estimated_duration,18
22167,will there be traffic nearby my home,get_info_traffic#get_location_home#get_location,"0,22,9"
22168,are there any traffic jams in concord nh right now,get_info_traffic,0
22169,show traffic for raleigh nc,get_info_traffic,0
22170,is there construction on main st and vaughn tonight,get_info_traffic#get_location,"0,9"
22171,what s traffic like from my house to my mom s house,get_info_traffic#get_location_home,"0,22"
22172,christmas events going on near me,get_event#get_location,"7,9"
22173,what s the traffic report for the beach today,get_info_traffic#get_location,"0,9"
22174,things to do in cincinnati this weekend,get_event,7
22175,theme park hours,unsupported,10
22176,"how long will it take me to drive home from lansing, michigan",get_location_home#get_estimated_duration,"22,18"
22177,what is the traffic driving from dallas to austin,get_info_traffic,0
22178,what is the mileage between charlotte nc and daytona fl,get_distance,4
22179,when should i leave to get to dinner tonight,get_event#get_estimated_departure,"7,5"
22180,is there construction on gene field road,get_info_traffic,0
22181,what is the worst day for traffic,unsupported_navigation,16
22182,what time should i leave if i want to make it to my 3 pm appointment,get_event#get_estimated_departure,"7,5"
22183,is the detour in ellisville still in effect today,get_info_traffic,0
22184,how long will it take for dian to drive to her 4am date,get_event#get_estimated_duration,"7,18"
22185,anything happening in detroit this week,get_event,7
22186,what are the construction delays in downtown seattle that i should watch out for,get_info_traffic,0
22187,what is the traffic like from tarrant county to dallas,get_info_traffic,0
22188,what is the traffic on forker blvd,get_info_traffic,0
22189,where s the best crawfish in new orleans,unsupported,10
22190,how long is the drive to estes park,get_estimated_duration,18
22191,i need to know what time i will make it to chicago coming from detroit at 7 am,get_estimated_arrival,20
22192,what city has the worst traffic right now,unsupported_navigation,16
22193,what s happening in washington tonight,get_event,7
22194,what are the christmas events in providence tomorrow,get_event,7
22195,please give me current traffic updates,get_info_traffic,0
22196,family friendly events nearby tonight,get_event#get_location,"7,9"
22197,"the amway center is about one hour away from home, is there a route which might get me there is less time for the magics game",get_location_home#get_directions#get_event#get_location,"22,6,7,9"
22198,when will i arrive in east wenatchee,get_estimated_arrival,20
22199,jimmy buffet concerts in hawaii next year,get_event,7
22200,what time should i leave to make it to playhouse square,get_estimated_departure#get_location,"5,9"
22201,greenbay area events for kids,get_event,7
22202,concerts this weekend,get_event,7
22203,rock concerts this month in savannah,get_event,7
22204,how long will it take with traffic for me to get home from my appointment on wednesday,get_location_home#get_event#get_estimated_duration,"22,7,18"
22205,costume parties,get_event,7
22206,report the current traffic jams in dallas texas,get_info_traffic,0
22207,what s the traffic from houston to austin this afternoon,get_info_traffic,0
22208,how can i get to the theater for the premiere of the movie on time,get_directions#get_event#get_location,"6,7,9"
22209,how long will it take me to get to oklahoma city from dallas in current traffic,get_estimated_duration,18
22210,can i make my eye doctor appointment if i leave right now by 9,get_event#get_estimated_arrival,"7,20"
22211,what christmas events are happening near me tonight,get_event#get_location,"7,9"
22212,syracuse events tonight,get_event,7
22213,concerts for panic at the disco next week,get_event,7
22214,list of gaming events happening in new york city this weekend,get_event,7
22215,how s traffic around the ultra music festival in san francisco,get_info_traffic#get_event#get_location,"0,7,9"
22216,how long will this accident delay me,get_estimated_duration,18
22217,what is the distance between buffalo and syracuse,get_distance,4
22218,how long until i get to work,get_location_work#get_estimated_duration,"11,18"
22219,how long will it take to get to san francisco,get_estimated_duration,18
22220,are the streets to jim s house flooded,get_location_home#get_info_road_condition,"22,17"
22221,brewery tours in tampa for this weekend,get_event,7
22222,i m meeting friends at the wine festival at 4 will i make it in time if i leave at 3:30,get_event#get_estimated_arrival,"7,20"
22223,is there a bypass to go to key west,get_directions#get_location,"6,9"
22224,how much is nicki minaj s concert tickets worth,unsupported_event,19
22225,how is the traffic at 8 in the morning,get_info_traffic,0
22226,how can i avoid the traffic,get_directions,6
22227,"i need to find the nearest drug store, where can i find one",get_location,9
22228,whats going on tonight,get_event,7
22229,is there a traffic app i can download,unsupported,10
22230,what year was the white house built,unsupported,10
22231,concerts tonight,get_event,7
22232,how bad is the traffic on the way home from here,get_info_traffic#get_location_home#get_location,"0,22,9"
22233,how busy is traffic on interstate 465 on the west side,get_info_traffic#get_location,"0,9"
22234,update on traffic,get_info_traffic,0
22235,which is a fastest route to travel today i95 or turnpine,unsupported_navigation,16
22236,how many miles between portland and seattle,get_distance,4
22237,"how far from baddeck, ns to pei",get_distance,4
22238,what are some kid friendly activities in birmingham on new years eve,get_event,7
22239,"when is the best time to drive from raleigh, nc to dewey beach, delaware to avoid traffic",unsupported_navigation,16
22240,how much of this travel time is a delay because of construction,get_estimated_duration,18
22241,music festivals,get_event,7
22242,take a shorter route to avoid traffic,update_directions,12
22243,anything fun to do in milwaukee tonight,get_event,7
22244,how long is my commute to my 3pm meeting if i take nimitz going to downtown honolulu,get_event#get_estimated_duration,"7,18"
22245,can i get from here to miami by the time the concert starts,get_event#get_estimated_arrival#get_location,"7,20,9"
22246,how long will it take to drive from ocala to gainesville,get_estimated_duration,18
22247,will i make it to the jazz game on time if i leave at 6:30tonight,get_event#get_estimated_arrival,"7,20"
22248,are there any restaurant events this month,get_event,7
22249,traffic in downtown dc,get_info_traffic,0
22250,what is the fastest route for me to get to work,get_directions#get_location_work,"6,11"
22251,"anything happening in irvine, ca tonight",get_event,7
22252,if i have meeting with kelly at 9am in industrial llc of san jose should i leave home at 8am,get_location_home#get_event#get_estimated_departure#get_location,"22,7,5,9"
22253,have the roads been plowed yet,get_info_road_condition,17
22254,how long will it take for me to drive to my mom s house,get_location_home#get_estimated_duration,"22,18"
22255,if i leave cambridge by five will i make it home by six,get_location_home#get_estimated_arrival,"22,20"
22256,drive time to the store,get_location#get_estimated_duration,"9,18"
22257,what is the estimated drive time to home,get_location_home#get_estimated_duration,"22,18"
22258,how long to get to jerry s place if i leave in 20 minutes,get_location_home#get_estimated_duration,"22,18"
22259,how long will it take me to get to san diego with the traffic,get_estimated_duration,18
22260,is traffic to school heavy,get_info_traffic#get_location_school,"0,21"
22261,what is the distance from baltimore to dc,get_distance,4
22262,have a summer home in los angeles california,unsupported,10
22263,please give me drive-home traffic,get_info_traffic#get_location_home,"0,22"
22264,has exit 25 been re-opened or do i need an alternate route,get_info_traffic,0
22265,what is the traffic condition in heliopolis now,get_info_traffic,0
22266,will street parking near the arena an hour after the show,unsupported_navigation,16
22267,can i arrive in san francisco before 10pm if i leave right now,get_estimated_arrival,20
22268,best route to take to get to my 2 pm meeting in bolingbrook,get_directions#get_event,"6,7"
22269,is there a lot of traffic between rogers and nostrand avenue,get_info_traffic,0
22270,what rout should i use going to ohio from pennsylvania,get_directions,6
22271,do i need to leave early for work this morning,get_estimated_departure#get_location_work,"5,11"
22272,what is the traffic run down in indy today,get_info_traffic,0
22273,how fast do i need to drive to get there by 4 pm,unsupported_navigation,16
22274,how s traffic in downtown orlando now,get_info_traffic,0
22275,what s the cheapest event planner near me for next month,unsupported,10
22276,are there any delays on 74 to monticello right now,get_info_traffic,0
22277,has traffic died down yet on the major highway,get_info_traffic#get_location,"0,9"
22278,pictures with santa this weekend,get_event,7
22279,how long will it take to get to robert s house if i leave at 5:00,get_location_home#get_estimated_duration,"22,18"
22280,fireworks displays around los angeles on july 4th,get_event#get_location,"7,9"
22281,are the lights working today at the intersection on main street and bandera road,unsupported_navigation,16
22282,are there any incidents on my route,get_info_traffic,0
22283,could you please tell me the status of the traffic right now,get_info_traffic,0
22284,avoiding the flooding on park ave how do i get to walmart from my work,get_directions#get_location#get_location_work,"6,9,11"
22285,how heavy is the traffic to get to my office today,get_info_traffic#get_location_work,"0,11"
22286,why are the buses late for peachtree st and pine st,unsupported_navigation,16
22287,should i go a different way,unsupported_navigation,16
22288,broadway shows at dr phillip s center,get_event#get_location,"7,9"
22289,events at the trout,get_event#get_location,"7,9"
22290,what s going on tonight,get_event,7
22291,which way should i take home that has the least amount of traffic,get_location_home#get_directions,"22,6"
22292,are there any accidents creating traffic right now,get_info_traffic,0
22293,what s the traffic like driving from meridian to boise,get_info_traffic,0
22294,free santa,get_event,7
22295,if i leave at 7 am and take the freeway what time will i make it to the drs,get_estimated_arrival,20
22296,how do i get home from here,get_location_home#get_directions#get_location,"22,6,9"
22297,what time can i expect to make it to the bruins game tonight if i leave right now,get_event#get_estimated_arrival,"7,20"
22298,oktoberfest omaha september,get_event,7
22299,can you turn on the light in the kitchen,unsupported,10
22300,peak hours for traffic on boulder highway please,unsupported_navigation,16
22301,what detours are on the way to my brother s place,get_info_traffic#get_location_home,"0,22"
22302,does interstate 35 have traffic,get_info_traffic,0
22303,what country bands are playing in atlanta next weekend,get_event,7
22304,how is the traffic in pewaukee,get_info_traffic,0
22305,how are the road conditions in cleveland,get_info_road_condition,17
22306,what s the driving time to tampa florida,get_estimated_duration,18
22307,will i run into wet roads on the way to breast cancer awareness run,get_event#get_info_road_condition,"7,17"
22308,how long will it take me to get to the holtz center if i leave my house at 5pm,get_location_home#get_location#get_estimated_duration,"22,9,18"
22309,update me on the accident on i80,get_info_traffic,0
22310,dog costume contests,get_event,7
22311,how do i get to the bank on main street from my house avoiding the down power lines on maple street,get_location_home#get_directions#get_location,"22,6,9"
22312,how many lights are there between 45th street and carillion,unsupported_navigation,16
22313,what s going on tonight in salt lake,get_event,7
22314,i d like to do something outside this weekend,get_event,7
22315,how long to drive to dallas,get_estimated_duration,18
22316,is there an issue on marine drive,get_info_traffic,0
22317,date night ideas,get_event,7
22318,what time should i leave to get to the kfc yum center for the concert tonight,get_event#get_estimated_departure#get_location,"7,5,9"
22319,find holiday lights festivals in dallas this month,get_event,7
22320,are there any traffic notifications around bellevue today,get_info_traffic#get_location,"0,9"
22321,how many miles to florida from north carolina,get_distance,4
22322,what is my oldest son s girlfriend s dress size,unsupported,10
22323,what is the distance between cape coral and orlando,get_distance,4
22324,tell me what video game events are available in vancouver during march,get_event,7
22325,show me current delays,get_info_traffic,0
22326,how long is the drive from pittsburgh to chicago,get_estimated_duration,18
22327,where are accidents being reported in lexington,get_info_traffic,0
22328,how can i get home without taking the freeway from here,get_location_home#get_directions#get_location,"22,6,9"
22329,what is the traffic driving from minnesota to chicago,get_info_traffic,0
22330,"what is the best route without roadwork to the veteran s hospital in mobile, al, if i am leaving at 8:00am",get_directions#get_location,"6,9"
22331,free fashion events near me this month,get_event#get_location,"7,9"
22332,what time is downtown orlando traffic the worst,get_info_traffic,0
22333,what churches near me are having christmas eve services,get_event#get_location,"7,9"
22334,food tasting events in maine on december 23rd,get_event,7
22335,will i be sitting in traffic if i leave in 10 minutes,get_info_traffic,0
22336,how long will it take me to drive from my house to la if i stop at my dad s house on the way,get_location_home#get_estimated_duration,"22,18"
22337,"if i leave here at 8am, when will i get to santa cruz hospital",get_estimated_arrival#get_location,"20,9"
22338,how much traffic on my way home,get_info_traffic#get_location_home,"0,22"
22339,length of time to get to memphis using hwy 45 n,get_estimated_duration,18
22340,new york to new jersey how many miles,get_distance,4
22341,what s happening next week near me,get_event#get_location,"7,9"
22342,distance between mobile alabama and fairhope al,get_distance,4
22343,"if i want to arrive at the rose garden at noon, what time should i leave",get_estimated_departure#get_location,"5,9"
22344,how far from hawaii to guam,get_distance,4
22345,disney on ice in charlotte,get_event,7
22346,what are the alternative routes i can take to get to the mall,get_location#update_directions,"9,12"
22347,christmas lights this weekend charlotte nc,get_event,7
22348,find route with least amount of traffic,get_directions,6
22349,when should i leave work to get home by 8,get_location_home#get_estimated_departure#get_location_work,"22,5,11"
22350,are there traffic lights on main street between coffee street and broad street,unsupported_navigation,16
22351,what day and time is the christmas tree lighting on fountain square this weekend,get_event#get_location,"7,9"
22352,how long will it take me to get to the hawks game tonight,get_event#get_estimated_duration,"7,18"
22353,low cost event halls near pittsburgh,unsupported_event,19
22354,what time and day will i arrive in california if i leave new york at midnight tonight,get_estimated_arrival,20
22355,"best places to go on new year s eve, please",unsupported,10
22356,i would like driving directions to the movie theater from my hotel and i want to arrive before 6pm,get_directions#get_location,"6,9"
22357,how long is the drive from here to purdue university,get_location#get_estimated_duration,"9,18"
22358,"what is the distance from portland, oregon to phoenix, az",get_distance,4
22359,any heavy traffic on route 46,get_info_traffic,0
22360,how to get to work fastest leaving my home now,get_location_home#get_directions#get_location_work,"22,6,11"
22361,when s the best time to leave for work,unsupported_navigation,16
22362,can you tell me about traffic in pittsburgh,get_info_traffic,0
22363,how long will it take to drive to tehachapi ca,get_estimated_duration,18
22364,i m looking for something fun to do this weekend,get_event,7
22365,calculate the drive time for me from princeton up to sarasota,get_estimated_duration,18
22366,"festivals in august 2018 in jacksonville, florida",get_event,7
22367,what is the traffic like from elgin to chicago,get_info_traffic,0
22368,what art exhibits are showing in omaha,get_event,7
22369,what is the current traffic in down town atlanta,get_info_traffic,0
22370,what time to the bars close near me,unsupported,10
22371,is there traffic between midway road and riverside parkway,get_info_traffic,0
22372,when did i talk to you last,unsupported,10
22373,should i take the 15 home,get_info_traffic#get_location_home,"0,22"
22374,what is the travel time from here to upstate michigan,get_location#get_estimated_duration,"9,18"
22375,tobymac concerts near oklahoma in 2018,get_event#get_location,"7,9"
22376,is traffic heavy,get_info_traffic,0
22377,what is the best time to leave to go to uncle joes house on state island to avoid the most traffic along the route,unsupported_navigation,16
22378,"traffic near home, please",get_info_traffic#get_location_home#get_location,"0,22,9"
22379,find shorter route,update_directions,12
22380,whats the distance between syracuse and buffalo,get_distance,4
22381,travel time from i-10 to horizon city,get_estimated_duration,18
22382,how is the traffic going to everett on the 405 north,get_info_traffic,0
22383,how long will it take me to get to the boulevard mall with traffic,get_location#get_estimated_duration,"9,18"
22384,what are the toll roads like right now,get_info_traffic#get_location,"0,9"
22385,how long will it take me to get to little italy downtown right now on 290,get_location#get_estimated_duration,"9,18"
22386,how bad is traffic going downtown,get_info_traffic,0
22387,what s the distance between new zealand and sydney,get_distance,4
22388,what is going on this weekend,get_event,7
22389,what is the earliest to drive the i4 without getting in traffic jams,get_estimated_departure,5
22390,how many miles until home,get_location_home#get_distance,"22,4"
22391,what s the best bike route to get to the united artists movie theater in fairless hills,get_directions#get_location,"6,9"
22392,road conditions for ann arbor,get_info_traffic,0
22393,i need a concert tonight any ideas,get_event,7
22394,when is the next workshop at bicas in tucson,get_event#get_location,"7,9"
22395,are there pampered chef parties around,get_event,7
22396,any mardi gras parties this weekend,get_event,7
22397,concerts by thomas rhett  for this weekend,get_event,7
22398,what s happening in pensacola today,get_event,7
22399,what time should i leave to get to the fox theater in atlanta by 8:00pm,get_estimated_departure#get_location,"5,9"
22400,how long will it take me to get to beaufort south carolina via 170 if i left now,get_estimated_duration,18
22401,how long will it take me to get to dc,get_estimated_duration,18
22402,how long is my commute to publix near me,get_location#get_estimated_duration,"9,18"
22403,can you give me an alternate route,update_directions,12
22404,how long will is the drive to virginia beach without traffic,get_estimated_duration,18
22405,what s happening in burbank tonight,get_event,7
22406,what is the average traffic like in san jose,get_info_traffic,0
22407,whats the fastest way to the stadium,get_directions#get_location,"6,9"
22408,birthday events in sanfrancisco,get_event,7
22409,schedule of the ball drop at times square this year,get_event,7
22410,how is the traffic from bristol connecticut to boston massachusetts,get_info_traffic,0
22411,how long will the drive home be,get_location_home#get_estimated_duration,"22,18"
22412,upcoming new years eve parties,get_event,7
22413,when will i get to my home after the accident now ,get_location_home#get_estimated_arrival,"22,20"
22414,how many miles is it from la to hawaii,get_distance,4
22415,any events in salem this weekend,get_event,7
22416,how many miles from los angeles to san diego,get_distance,4
22417,how is the traffic today in midtown manhattan,get_info_traffic,0
22418,sports events this week in north lake tahoe,get_event,7
22419,how long does it take to fly from chicago to mexico,get_estimated_duration,18
22420,any spanish concerts this month near downtown miami,get_event#get_location,"7,9"
22421,traffic conditions between my house and work via the freeway,get_info_traffic#get_location_home#get_location#get_location_work,"0,22,9,11"
22422,i need something fun to do what do you suggest i do tonight in town,get_event#get_location,"7,9"
22423,how long is the drive to sonoma,get_estimated_duration,18
22424,any road delays on i-10,get_info_traffic,0
22425,how can i get from salt lake to provo avoiding major obstructions,get_directions,6
22426,wrecks on the way to work,get_info_traffic#get_location_work,"0,11"
22427,events to attend this weekend,get_event,7
22428,find the shortest distance route from mimi s house to tarrant county courthouse with no construction,get_location_home#get_directions#get_location,"22,6,9"
22429,things to do in andover next weekend,get_event,7
22430,any music events happening tonight in london,get_event,7
22431,how long is my drive to sarah s house,get_location_home#get_estimated_duration,"22,18"
22432,is highway 267 open today,get_info_traffic,0
22433,directions to my mom s house,get_location_home#get_directions,"22,6"
22434,will luis miguel play in monterrey,get_event,7
22435,how many miles to get from rhode island to cleveland,get_distance,4
22436,will there be road work on the way to the courthouse in brooklyn at noon,get_info_traffic#get_location,"0,9"
22437,how quickly can i drive to the store on i95,get_location#get_estimated_duration,"9,18"
22438,special performances in branson this sunday night,get_event,7
22439,is there any traffic right now,get_info_traffic,0
22440,how long will it take to drive from mexico to canada,get_estimated_duration,18
22441,what is traffic usually like in la around rush hour,get_info_traffic,0
22442,events tonight in detroit,get_event,7
22443,how long in my drive to work,get_location_work#get_estimated_duration,"11,18"
22444,traffic from here to tampa,get_info_traffic#get_location,"0,9"
22445,is there any traffic on the 405 this morning,get_info_traffic,0
22446,is there bad traffic from danville to martinsville,get_info_traffic,0
22447,traffic at 12:00pm,get_info_traffic,0
22448,what will my travel time be to get from my house to patriot place tonight,get_location_home#get_location#get_estimated_duration,"22,9,18"
22449,any concerts happening in memphis next week,get_event,7
22450,list the happy hours on friday night in southlake that start at 4pm,get_event,7
22451,are there any accidents on the freeway on my drive home,get_info_traffic#get_location_home#get_location,"0,22,9"
22452,what is traffic like right this second,get_info_traffic,0
22453,how is the traffic leaving the atlanta airport,get_info_traffic#get_location,"0,9"
22454,when does traffic get clear,unsupported_navigation,16
22455,how early should i leave to make it to work before 9,get_estimated_departure#get_location_work,"5,11"
22456,is chris rock going to be in san antonio sometime next year,get_event,7
22457,do you think the train or the car is faster to get to the stadium tonight,unsupported_navigation,16
22458,distance from pennsylvania to florida,get_distance,4
22459,any dancing events,get_event,7
22460,how long is my drive to san diego,get_estimated_duration,18
22461,"the stop lights are out on peach street, is that causing a delay",get_info_traffic,0
22462,"how long does it take to get from minneapolis to chicago, taking the shortest route",get_estimated_duration,18
22463,how long is the train trip downtown,get_estimated_duration,18
22464,when will disney on ice be near me,get_event#get_location,"7,9"
22465,where can i take my parents to dinner,unsupported,10
22466,what hip hop events are in ny,get_event,7
22467,show me traffic please,get_info_traffic,0
22468,christmas tree lightening ceremonies,get_event,7
22469,how long will it take to drive to newport news,get_location#get_estimated_duration,"9,18"
22470,is traffic usually heavier on mondays,get_info_traffic,0
22471,where is traffic heaviest on the way to work,get_info_traffic#get_location_work,"0,11"
22472,things to do in ithaca this weekend,get_event,7
22473,are any of my friends hosting secret santa parties next week,get_contact#get_event_organizer,"15,3"
22474,"using route 15, time it ll take to get to mike s place",get_location_home#get_estimated_duration,"22,18"
22475,is there any road construction today,get_info_traffic,0
22476,is there traffic on 35 south,get_info_traffic,0
22477,what is the traffic like from work to home,get_info_traffic#get_location_home#get_location_work,"0,22,11"
22478,when is journey to bethlehem this weekend,get_event,7
22479,"if i take 52 the entire way, how long before i get to martinsville",get_estimated_duration,18
22480,what is the distance between los angeles and orange county,get_distance,4
22481,is there any congestion near nina s house right now,get_info_traffic#get_location_home#get_location,"0,22,9"
22482,what does traffic look like around 5,get_info_traffic,0
22483,how much of a traffic delay is there between dallas and houston right now,get_info_traffic,0
22484,sandiego car shows,get_event,7
22485,"how long will it take me to drive from salisbury, nc to winston salem, nc",get_estimated_duration,18
22486,anything fun to do tonight in bayside,get_event,7
22487,"traffic in trenton, nj",get_info_traffic,0
22488,will there be heavy traffic tonight,get_info_traffic,0
22489,how long will it take me to get home tonight,get_location_home#get_estimated_duration,"22,18"
22490,if i leave at 7 am what time will i get to detroit metro airport taking i 94,get_estimated_arrival#get_location,"20,9"
22491,how long is my drive to the doctor s office,get_location#get_estimated_duration,"9,18"
22492,what concerts are coming to new england this month,get_event,7
22493,is it possible to go from my brother s college to the party before 10am,get_location_school#get_event#get_estimated_arrival,"21,7,20"
22494,what is traffic like on 95,get_info_traffic,0
22495,fun things in antioch next week,get_event,7
22496,find music events in montreal this weekend,get_event,7
22497,when is traffic hour,get_info_traffic,0
22498,can you help me report a driver next to me that is texting while driving,unsupported,10
22499,how long will it take to pick up gary during the carpool trip tomorrow,get_location_home#get_estimated_duration,"22,18"
22500,mommy and me yoga on the west side of vegas this week,get_event#get_location,"7,9"
22501,kid friendly events in pittsburgh this afternoon at 2pm,get_event,7
22502,what is traffic like between olympia and tacoma,get_info_traffic,0
22503,driving time to frankenmuth from valley city,get_estimated_duration,18
22504,update me on traffic,get_info_traffic,0
22505,is traffic light today,get_info_traffic,0
22506,places to eat near me,unsupported,10
22507,how long will it take me to drive to nashville from home,get_location_home#get_estimated_duration,"22,18"
22508,facebook my event to my friends for the party friday at 8,unsupported_event,19
22509,how long is the delay on the 101,get_info_traffic,0
22510,how long it will take me to go to maged s home now,get_location_home#get_estimated_duration,"22,18"
22511,is there road construction on the way to salem,get_info_traffic,0
22512,theater events in jersey city this week,get_event,7
22513,has the golden gate cleared yet,get_info_traffic#get_location,"0,9"
22514,is fleetwood mac touring in louisville this year,get_event,7
22515,how far is charleston sc from here,get_distance#get_location,"4,9"
22516,how much does the christmas light show cost,unsupported_event,19
22517,how much longer till i get to my destination,get_estimated_duration,18
22518,things to do this weekend near springfield,get_event#get_location,"7,9"
22519,sale events for jcpennys this week,get_event,7
22520,when is katy perry coming in concert,get_event,7
22521,are there any craft fairs in my area,get_event#get_location,"7,9"
22522,"how is the traffic on 35 e , this morning",get_info_traffic,0
22523,how long does it take to get to california from ohio,get_estimated_duration,18
22524,what is the cost of available tickets for the concert tonight at the dayton convention center this weekend,unsupported,10
22525,how far to las vegas,get_distance,4
22526,tell me how to get to work avoiding traffic,get_directions#get_location_work,"6,11"
22527,what time do i need to leave my house to get to the dentist on time,get_location_home#get_estimated_departure#get_location,"22,5,9"
22528,when does the farmington road construction end,unsupported_navigation,16
22529,need directions to the closest gas station,get_directions#get_location,"6,9"
22530,please tell me what the traffic is like from her to florida,get_info_traffic#get_location,"0,9"
22531,"if i leave the new york city at 4am, what time will i arrive in montreal",get_estimated_arrival,20
22532,what is the attire for the ball tonight,unsupported_event,19
22533,what s the distance between china and japan,get_distance,4
22534,are there any traffic delays on my way to work this morning,get_info_traffic#get_location_work,"0,11"
22535,firework shows in miami during christmas,get_event,7
22536,what is happening at 8pm in dallas tonight,get_event,7
22537,are the roads busy now,get_info_traffic,0
22538,is traffic clear today to go to tampa,get_info_traffic,0
22539,is there traffic on jefferson avenue,get_info_traffic,0
22540,who is playing up at klipsch tonight,get_event#get_location,"7,9"
22541,what is the distance from los angeles to houston,get_distance,4
22542,what s the traffic like in austin,get_info_traffic,0
22543,what other routes can i take to get home,get_location_home#update_directions,"22,12"
22544,what event can i take a first date to,get_event,7
22545,what s happening in new orleans tonight,get_event,7
22546,live music events,get_event,7
22547,what college age events are happening this weekend,get_event,7
22548,what s the distance between georgia and alaska,get_distance,4
22549,have they cleared the accident on the sunshine parkway,get_info_traffic,0
22550,how is the traffic flow on the 495,get_info_traffic,0
22551,"if i leave the hall and oats concert at 9:00lm, what time will i get home",get_location_home#get_event#get_estimated_arrival,"22,7,20"
22552,how does my commute look today,get_info_traffic,0
22553,"if i leave here in 10 minutes, what time will i get to syracuse",get_estimated_arrival#get_location,"20,9"
22554,fun events this weekend for teens,get_event,7
22555,any events at the college next week,get_event#get_location,"7,9"
22556,what is the traffic driving to the office from home,get_info_traffic#get_location_home#get_location_work,"0,22,11"
22557,any delays on the road right now,get_info_traffic,0
22558,when is john valby xmas show in new haven,get_event,7
22559,which ny bridge to canada has the worst traffic,unsupported_navigation,16
22560,"how long will it take for me to get to mobile if i don t use i-10, but take highway 90 instead",get_estimated_duration,18
22561,should i take the freeway to downtown this afternoon or the streets,unsupported_navigation,16
22562,is there any fun events this weekend,get_event,7
22563,is there an accident on the turnpike,get_info_traffic#get_location,"0,9"
22564,what is the traffic like today,get_info_traffic,0
22565,is there downed power lines on saleh sobhy street,get_info_traffic,0
22566,can i take to yale by 1000 if i go by bus,get_estimated_arrival#get_location,"20,9"
22567,any ice skating open near me tonight,get_event#get_location,"7,9"
22568,best brunch im puerto viejo,get_event,7
22569,what s happening in lexington next week,get_event,7
22570,how far away is moon to earth,unsupported,10
22571,how long will it take to reach home tonight,get_location_home#get_estimated_duration,"22,18"
22572,facebook my events list to my family,unsupported,10
22573,when does the next light rail leave for folsom,unsupported_navigation,16
22574,what is going on in raleigh this weekend,get_event,7
22575,alternate route please,update_directions,12
22576,what is the traffic driving from savannah to atlanta,get_info_traffic,0
22577,what s the distance from the earth to the sun,unsupported_navigation,16
22578,how fast can i go on this road,unsupported_navigation,16
22579,please avoid all toll roads and construction sites,get_directions,6
22580,kids activities today,get_event,7
22581,why is traffic so slow on highway 19,get_info_traffic,0
22582,roller skating rinks near olean ny this weekend,unsupported,10
22583,is there a lot of traffic by the giants game,get_info_traffic#get_event,"0,7"
22584,is there a traffic jam outside of the bruce springsteen concert,get_info_traffic#get_event#get_location,"0,7,9"
22585,is there any traffic on highway 9 right now,get_info_traffic,0
22586,what s the traffic driving from austin to houston,get_info_traffic,0
22587,should i take the 26 or burnside into portland,unsupported_navigation,16
22588,get me directions from justice on main to my uncle greg s house,get_location_home#get_directions#get_location,"22,6,9"
22589,do you think there will be traffic on the weekend,get_info_traffic,0
22590,where is the nearest opera,get_event#get_location,"7,9"
22591,how far is it to san antonio,get_distance,4
22592,"are there any concerts coming up in fargo, north dakota",get_event,7
22593,are any accidents on my way home,get_info_traffic#get_location_home,"0,22"
22594,is bruno mars coming back to orlando this year,get_event,7
22595,do my friends have any events this weekend,get_contact#get_event,"15,7"
22596,"wine tastings in boston tomorrow night, 8pm",get_event,7
22597,should i go down 13th st or 34th st to get to the grocery storeinfifteen minutes,unsupported_navigation,16
22598,how long is the flight from detroit michigan to taipei taiwan,get_estimated_duration,18
22599,what s happening in miami tonight,get_event,7
22600,music events in atlanta,get_event,7
22601,what is the distance to maine from delaware,get_distance,4
22602,what s the best time to leave to avoid traffic in madison,get_estimated_departure,5
22603,what is the traffic on north water,get_info_traffic,0
22604,what is the traffic between virginia beach and richmond,get_info_traffic,0
22605,what s the traffic like from la to san diego,get_info_traffic,0
22606,tree lighting in collegeville,get_event,7
22607,what is the distance between dallas and austin,get_distance,4
22608,how long is it going to take me to get home,get_location_home#get_estimated_duration,"22,18"
22609,how long would it take to get to philly,get_estimated_duration,18
22610,quickest route home,get_location_home#get_directions,"22,6"
